customer_id,full_name,city,country,film_title,category,film_length,rental_id,rental_date,return_date,revenue,store_id,inventory_id,staff_id,rental_duration,date,time,year_month
79,Barnes Rachel,Kamakura,Japan,Arachnophobia Rollercoaster,Horror,147,5205,2005-07-09 10:56:37,2005-07-13 05:45:37,2.99,2,161,2,3,2005-07-09,10:56:37,2005-07
517,Mccurdy Brad,Chungho,Taiwan,Cincinatti Whisperer,Sci-Fi,143,5206,2005-07-09 11:11:01,2005-07-17 07:23:01,7.99,1,692,1,7,2005-07-09,11:11:01,2005-07
59,Murphy Cheryl,Mysore,India,Savannah Town,Drama,84,5207,2005-07-09 11:15:44,2005-07-17 06:00:44,3.99,1,3496,1,7,2005-07-09,11:15:44,2005-07
560,Archuleta Jordan,Avellaneda,Argentina,Heaven Freedom,Comedy,48,5208,2005-07-09 11:16:56,2005-07-10 07:21:56,2.99,2,1881,2,0,2005-07-09,11:16:56,2005-07
355,Grissom Terry,Matsue,Japan,Wonderland Christmas,Sci-Fi,111,5210,2005-07-09 11:24:19,2005-07-11 06:27:19,4.99,1,4514,1,1,2005-07-09,11:24:19,2005-07
241,Larson Heidi,Xiangfan,China,Jedi Beneath,Family,128,5211,2005-07-09 11:26:50,2005-07-16 15:30:50,0.99,1,2216,1,7,2005-07-09,11:26:50,2005-07
400,Hardison Bryan,Dallas,United States,Raging Airplane,Sci-Fi,154,5212,2005-07-09 11:37:47,2005-07-15 14:42:47,6.99,2,3240,2,6,2005-07-09,11:37:47,2005-07
552,Waldrop Hugh,Haining,China,Smile Earring,Travel,60,5213,2005-07-09 11:39:43,2005-07-18 16:20:43,7.99,1,3708,1,9,2005-07-09,11:39:43,2005-07
290,Chambers Kristina,Valle de la Pascua,Venezuela,Gleaming Jawbreaker,Sports,89,5214,2005-07-09 11:43:08,2005-07-17 08:58:08,5.99,2,1657,2,7,2005-07-09,11:43:08,2005-07
528,Herzog Claude,Benguela,Angola,Storm Happiness,Animation,57,5215,2005-07-09 11:47:58,2005-07-18 09:58:58,3.99,2,3888,2,8,2005-07-09,11:47:58,2005-07
515,Rapp Andre,Coquimbo,Chile,Gilmore Boiled,Classics,163,5216,2005-07-09 11:54:58,2005-07-12 09:46:58,0.99,2,1644,2,2,2005-07-09,11:54:58,2005-07
430,Houle Ray,Dzerzinsk,Russian Federation,Tracy Cider,Animation,142,5217,2005-07-09 11:56:50,2005-07-17 07:10:50,5.99,1,4150,1,7,2005-07-09,11:56:50,2005-07
83,Jenkins Louise,Springs,South Africa,Dracula Crystal,Classics,176,5218,2005-07-09 11:57:12,2005-07-13 06:34:12,0.99,1,1121,1,3,2005-07-09,11:57:12,2005-07
209,Chapman Tonya,Bhilwara,India,Strictly Scarface,Comedy,144,5219,2005-07-09 11:57:55,2005-07-15 09:43:55,5.99,2,3933,2,5,2005-07-09,11:57:55,2005-07
435,Shelby Ricky,Junan,China,Massage Image,Animation,161,5220,2005-07-09 11:59:04,2005-07-15 06:20:04,4.99,2,2577,2,5,2005-07-09,11:59:04,2005-07
84,Perry Sara,Atlixco,Mexico,Lambs Cincinatti,Games,144,5221,2005-07-09 12:02:23,2005-07-16 15:43:23,5.99,1,2339,1,7,2005-07-09,12:02:23,2005-07
400,Hardison Bryan,Dallas,United States,Maiden Home,New,138,5222,2005-07-09 12:05:45,2005-07-13 12:11:45,5.99,2,2508,2,4,2005-07-09,12:05:45,2005-07
72,Watson Theresa,Taguig,Philippines,Ladybugs Armageddon,Games,113,5223,2005-07-09 12:06:03,2005-07-17 15:50:03,4.99,2,2335,2,8,2005-07-09,12:06:03,2005-07
311,Trout Paul,Kursk,Russian Federation,Bed Highball,Documentary,106,5224,2005-07-09 12:07:27,2005-07-17 08:59:27,5.99,2,279,2,7,2005-07-09,12:07:27,2005-07
445,Forman Micheal,Escobar,Argentina,Clash Freddy,Animation,81,5225,2005-07-09 12:10:16,2005-07-12 09:55:16,2.99,2,703,2,2,2005-07-09,12:10:16,2005-07
218,Mccoy Vera,Kabul,Afghanistan,Pocus Pulp,Documentary,138,5226,2005-07-09 12:10:44,2005-07-11 17:32:44,0.99,1,3128,1,2,2005-07-09,12:10:44,2005-07
362,Barfield Nicholas,Belm,Brazil,Haunting Pianist,Games,181,5227,2005-07-09 12:16:39,2005-07-18 15:38:39,4.99,1,1862,1,9,2005-07-09,12:16:39,2005-07
195,Sims Vanessa,Siegen,Germany,Chance Resurrection,Sports,70,5228,2005-07-09 12:26:01,2005-07-14 13:31:01,4.99,1,622,1,5,2005-07-09,12:26:01,2005-07
372,Mackenzie Steve,Probolinggo,Indonesia,Window Side,Travel,85,5229,2005-07-09 12:30:18,2005-07-14 15:31:18,4.99,1,4472,1,5,2005-07-09,12:30:18,2005-07
51,Stewart Alice,Fontana,United States,Smile Earring,Travel,60,5230,2005-07-09 12:30:23,2005-07-13 08:41:23,2.99,1,3707,1,3,2005-07-09,12:30:23,2005-07
405,Schofield Leonard,Tandil,Argentina,Encounters Curtain,Drama,92,5231,2005-07-09 12:35:02,2005-07-10 09:22:02,0.99,1,1275,1,0,2005-07-09,12:35:02,2005-07
175,Olson Annette,Allappuzha (Alleppey),India,Robbery Bright,Family,134,5232,2005-07-09 12:35:08,2005-07-14 14:55:08,1.99,1,3353,1,5,2005-07-09,12:35:08,2005-07
131,Hicks Monica,Mukateve,Ukraine,Fellowship Autumn,Travel,77,5233,2005-07-09 12:44:26,2005-07-15 12:31:26,4.99,1,1401,1,5,2005-07-09,12:44:26,2005-07
398,Meek Antonio,Bag,Brazil,Trip Newton,Action,64,5234,2005-07-09 12:44:47,2005-07-17 10:02:47,5.99,2,4182,2,7,2005-07-09,12:44:47,2005-07
122,Murray Thelma,Lima,Peru,Disciple Mother,Travel,141,5235,2005-07-09 12:54:25,2005-07-18 16:28:25,6.99,2,1044,2,9,2005-07-09,12:54:25,2005-07
519,Deluca Ron,Isesaki,Japan,Earth Vision,New,85,5236,2005-07-09 12:56:29,2005-07-13 08:26:29,0.99,2,1215,2,3,2005-07-09,12:56:29,2005-07
84,Perry Sara,Atlixco,Mexico,Language Cowboy,Children,78,5237,2005-07-09 12:56:58,2005-07-11 15:41:58,0.99,1,2341,1,2,2005-07-09,12:56:58,2005-07
100,Hayes Robin,Jelets,Russian Federation,Requiem Tycoon,Classics,167,5238,2005-07-09 13:11:14,2005-07-10 07:27:14,4.99,2,3297,2,0,2005-07-09,13:11:14,2005-07
497,Sledge Gilbert,York,United Kingdom,Boiled Dares,Travel,102,5239,2005-07-09 13:12:35,2005-07-10 13:37:35,4.99,1,380,1,1,2005-07-09,13:12:35,2005-07
350,Fraley Juan,Teboksary,Russian Federation,Fantasy Troopers,Action,58,5240,2005-07-09 13:14:48,2005-07-10 18:47:48,0.99,1,1378,1,1,2005-07-09,13:14:48,2005-07
314,Linton George,Sorocaba,Brazil,Ties Hunger,Children,111,5241,2005-07-09 13:19:14,2005-07-11 14:32:14,4.99,2,4079,2,2,2005-07-09,13:19:14,2005-07
12,Thomas Nancy,Yamuna Nagar,India,Craft Outfield,Drama,64,5242,2005-07-09 13:20:25,2005-07-18 07:38:25,3.99,2,848,2,8,2005-07-09,13:20:25,2005-07
587,Stanfield Sergio,Celaya,Mexico,Analyze Hoosiers,Horror,181,5243,2005-07-09 13:22:08,2005-07-16 09:25:08,3.99,2,122,2,6,2005-07-09,13:22:08,2005-07
1,Smith Mary,Sasebo,Japan,Snatch Slipper,Comedy,110,5244,2005-07-09 13:24:07,2005-07-14 14:01:07,4.99,1,3726,1,5,2005-07-09,13:24:07,2005-07
115,Harrison Wendy,Nezahualcyotl,Mexico,Seattle Expecations,Drama,110,5245,2005-07-09 13:24:14,2005-07-12 11:16:14,4.99,1,3547,1,2,2005-07-09,13:24:14,2005-07
276,Graves Brandy,Warren,United States,Secret Groundhog,Documentary,90,5246,2005-07-09 13:25:18,2005-07-13 18:38:18,4.99,2,3548,2,4,2005-07-09,13:25:18,2005-07
298,Pena Erika,Oulu,Finland,Dwarfs Alter,Games,101,5247,2005-07-09 13:26:28,2005-07-12 14:00:28,2.99,1,1186,1,3,2005-07-09,13:26:28,2005-07
279,Shelton Dianne,Tabriz,Iran,Barbarella Streetcar,Sci-Fi,65,5248,2005-07-09 13:29:44,2005-07-12 18:12:44,2.99,2,246,2,3,2005-07-09,13:29:44,2005-07
389,Kahn Alan,Emeishan,China,Holocaust Highball,Children,149,5249,2005-07-09 13:33:53,2005-07-11 12:55:53,0.99,1,1950,1,1,2005-07-09,13:33:53,2005-07
384,Stepp Ernest,Huaian,China,Intrigue Worst,Foreign,181,5250,2005-07-09 13:35:32,2005-07-13 12:19:32,0.99,2,2162,2,3,2005-07-09,13:35:32,2005-07
474,Gillette Dustin,Emmen,Netherlands,Bull Shawshank,Action,125,5251,2005-07-09 13:36:10,2005-07-15 11:40:10,0.99,1,478,1,5,2005-07-09,13:36:10,2005-07
335,Mauldin Gregory,Sousse,Tunisia,Maude Mod,Foreign,72,5252,2005-07-09 13:40:44,2005-07-14 09:41:44,0.99,1,2581,1,4,2005-07-09,13:40:44,2005-07
532,Renner Neil,Cam Ranh,Vietnam,Jerk Paycheck,Classics,172,5253,2005-07-09 13:41:17,2005-07-17 17:09:17,7.99,1,2241,1,8,2005-07-09,13:41:17,2005-07
263,Hopkins Hilda,Mandaluyong,Philippines,Chicken Hellfighters,Documentary,122,5254,2005-07-09 13:50:11,2005-07-13 09:07:11,1.99,2,654,2,3,2005-07-09,13:50:11,2005-07
313,Mahon Donald,Ezhou,China,Wedding Apollo,Documentary,70,5255,2005-07-09 13:51:08,2005-07-17 13:58:08,5.99,1,4418,1,8,2005-07-09,13:51:08,2005-07
273,Lowe Priscilla,Salamanca,Mexico,Tycoon Gathering,Games,82,5256,2005-07-09 13:55:45,2005-07-15 17:02:45,7.99,1,4226,1,6,2005-07-09,13:55:45,2005-07
292,Lambert Misty,Sharja,United Arab Emirates,Beethoven Exorcist,Drama,151,5257,2005-07-09 13:56:43,2005-07-10 14:26:43,0.99,2,286,2,1,2005-07-09,13:56:43,2005-07
207,Castillo Gertrude,Nuuk,Greenland,Pocus Pulp,Documentary,138,5258,2005-07-09 13:56:56,2005-07-11 16:01:56,0.99,1,3125,1,2,2005-07-09,13:56:56,2005-07
207,Castillo Gertrude,Nuuk,Greenland,Eve Resurrection,New,66,5259,2005-07-09 14:02:50,2005-07-11 19:13:50,4.99,1,1310,1,2,2005-07-09,14:02:50,2005-07
75,Sanders Tammy,Changhwa,Taiwan,Pond Seattle,Animation,185,5260,2005-07-09 14:05:45,2005-07-14 08:41:45,2.99,2,3143,2,4,2005-07-09,14:05:45,2005-07
105,Sullivan Dawn,Funafuti,Tuvalu,Open African,Sci-Fi,131,5261,2005-07-09 14:06:56,2005-07-11 14:21:56,4.99,2,2899,2,2,2005-07-09,14:06:56,2005-07
240,Welch Marlene,Iwaki,Japan,Doors President,Animation,49,5262,2005-07-09 14:08:01,2005-07-12 16:48:01,4.99,2,1092,2,3,2005-07-09,14:08:01,2005-07
406,Runyon Nathan,Charlotte Amalie,"Virgin Islands, U.S.",Anaconda Confessions,Animation,92,5263,2005-07-09 14:10:36,2005-07-12 15:07:36,0.99,2,119,2,3,2005-07-09,14:10:36,2005-07
545,Noland Julio,Konotop,Ukraine,Reunion Witches,Drama,63,5264,2005-07-09 14:11:28,2005-07-12 18:24:28,0.99,1,3307,1,3,2005-07-09,14:11:28,2005-07
139,Dixon Amber,Touliu,Taiwan,Witches Panic,Drama,100,5265,2005-07-09 14:15:01,2005-07-18 14:43:01,7.99,2,4482,2,9,2005-07-09,14:15:01,2005-07
222,Hansen Delores,Jaroslavl,Russian Federation,Loathing Legally,Classics,140,5266,2005-07-09 14:17:40,2005-07-16 10:42:40,3.99,1,2409,1,6,2005-07-09,14:17:40,2005-07
233,Kim Lillie,Idfu,Egypt,Jerk Paycheck,Classics,172,5267,2005-07-09 14:21:10,2005-07-15 12:02:10,5.99,2,2242,2,5,2005-07-09,14:21:10,2005-07
119,Marshall Sherry,Shubra al-Khayma,Egypt,Donnie Alley,Animation,125,5268,2005-07-09 14:22:43,2005-07-12 08:27:43,0.99,1,1083,1,2,2005-07-09,14:22:43,2005-07
230,George Joy,Botosani,Romania,Storm Happiness,Animation,57,5269,2005-07-09 14:23:05,2005-07-17 14:03:05,2.99,2,3886,2,7,2005-07-09,14:23:05,2005-07
128,Tucker Marjorie,Jastrzebie-Zdrj,Poland,Freaky Pocus,Music,126,5270,2005-07-09 14:23:46,2005-07-13 15:04:46,2.99,1,1523,1,4,2005-07-09,14:23:46,2005-07
522,Havens Arnold,Santa Rosa,Philippines,Money Harold,New,135,5271,2005-07-09 14:25:01,2005-07-16 17:28:01,6.99,2,2691,2,7,2005-07-09,14:25:01,2005-07
90,Washington Ruby,Meixian,China,Frogmen Breaking,Travel,111,5272,2005-07-09 14:26:01,2005-07-12 20:20:01,0.99,2,1547,2,3,2005-07-09,14:26:01,2005-07
38,Gonzalez Martha,Chisinau,Moldova,Zoolander Fiction,Children,101,5273,2005-07-09 14:31:24,2005-07-14 13:27:24,2.99,1,4570,1,4,2005-07-09,14:31:24,2005-07
108,Cole Tracy,Huixquilucan,Mexico,Zorro Ark,Comedy,50,5274,2005-07-09 14:34:09,2005-07-14 13:02:09,6.99,2,4579,2,4,2005-07-09,14:34:09,2005-07
249,Medina Dora,Tianjin,China,Closer Bang,Comedy,58,5275,2005-07-09 14:34:18,2005-07-13 12:56:18,4.99,1,729,1,3,2005-07-09,14:34:18,2005-07
521,South Roland,Yingkou,China,Malkovich Pet,Classics,159,5276,2005-07-09 14:35:13,2005-07-12 14:24:13,2.99,1,2524,1,2,2005-07-09,14:35:13,2005-07
332,Qualls Stephen,Dhaka,Bangladesh,Hunger Roof,Foreign,105,5277,2005-07-09 14:40:42,2005-07-16 14:18:42,1.99,1,2026,1,6,2005-07-09,14:40:42,2005-07
532,Renner Neil,Cam Ranh,Vietnam,Massacre Usual,Games,165,5278,2005-07-09 14:44:23,2005-07-15 10:48:23,4.99,2,2573,2,5,2005-07-09,14:44:23,2005-07
64,Cox Judith,Daxian,China,Cleopatra Devil,New,150,5279,2005-07-09 14:46:36,2005-07-17 10:04:36,2.99,2,709,2,7,2005-07-09,14:46:36,2005-07
71,James Kathy,Baybay,Philippines,Honey Ties,Sports,84,5281,2005-07-09 14:55:07,2005-07-13 15:24:07,1.99,2,1966,2,4,2005-07-09,14:55:07,2005-07
351,Foust Jack,Zeleznogorsk,Russian Federation,Dumbo Lust,Family,119,5280,2005-07-09 14:55:07,2005-07-12 10:05:07,0.99,1,1177,1,2,2005-07-09,14:55:07,2005-07
226,Little Maureen,Asuncin,Paraguay,Wardrobe Phantom,Drama,178,5282,2005-07-09 15:01:23,2005-07-13 11:06:23,2.99,1,4386,1,3,2005-07-09,15:01:23,2005-07
295,Bates Daisy,Kolpino,Russian Federation,Cheaper Clyde,Sci-Fi,87,5283,2005-07-09 15:07:17,2005-07-17 09:52:17,2.99,2,644,2,7,2005-07-09,15:07:17,2005-07
585,Swafford Perry,Quilmes,Argentina,Dinosaur Secretary,Family,63,5284,2005-07-09 15:08:21,2005-07-16 09:53:21,2.99,2,1036,2,6,2005-07-09,15:08:21,2005-07
468,Cary Tim,Bijapur,India,Chocolat Harry,Family,101,5285,2005-07-09 15:10:44,2005-07-16 13:02:44,2.99,1,676,1,6,2005-07-09,15:10:44,2005-07
498,Sanborn Gene,Salala,Oman,Bunch Minds,Drama,63,5286,2005-07-09 15:11:41,2005-07-10 19:19:41,2.99,1,483,1,1,2005-07-09,15:11:41,2005-07
523,Guajardo Harvey,Vinh,Vietnam,Pity Bound,Drama,60,5287,2005-07-09 15:11:54,2005-07-16 16:05:54,6.99,1,3110,1,7,2005-07-09,15:11:54,2005-07
120,Ortiz Sylvia,Dos Quebradas,Colombia,Craft Outfield,Drama,64,5288,2005-07-09 15:13:07,2005-07-16 12:39:07,1.99,2,850,2,6,2005-07-09,15:13:07,2005-07
30,King Melissa,Lungtan,Taiwan,Virginian Pluto,Documentary,164,5289,2005-07-09 15:14:08,2005-07-12 12:51:08,0.99,1,4336,1,2,2005-07-09,15:14:08,2005-07
50,Collins Diane,Omdurman,Sudan,Beauty Grease,Drama,175,5290,2005-07-09 15:14:47,2005-07-11 20:30:47,4.99,2,277,2,2,2005-07-09,15:14:47,2005-07
194,Chavez Kristen,Hino,Japan,Family Sweet,Horror,155,5291,2005-07-09 15:15:02,2005-07-15 10:22:02,2.99,1,1367,1,5,2005-07-09,15:15:02,2005-07
62,Cooper Joan,Saint Louis,United States,Pulp Beverly,Horror,89,5292,2005-07-09 15:16:54,2005-07-11 15:21:54,2.99,2,3195,2,2,2005-07-09,15:16:54,2005-07
542,Tirado Lonnie,Pangkal Pinang,Indonesia,Novocaine Flight,Sports,64,5293,2005-07-09 15:17:23,2005-07-11 11:23:23,0.99,2,2880,2,1,2005-07-09,15:17:23,2005-07
22,Rodriguez Laura,Sal,Morocco,Rage Games,Family,120,5294,2005-07-09 15:23:42,2005-07-15 15:28:42,6.99,1,3237,1,6,2005-07-09,15:23:42,2005-07
86,Long Jacqueline,Songkhla,Thailand,Wild Apollo,New,181,5295,2005-07-09 15:25:06,2005-07-10 12:40:06,0.99,2,4460,2,0,2005-07-09,15:25:06,2005-07
109,West Edna,Klerksdorp,South Africa,Cabin Flash,Children,53,5296,2005-07-09 15:26:27,2005-07-15 10:03:27,2.99,2,495,2,5,2005-07-09,15:26:27,2005-07
202,Gutierrez Carla,Bhusawal,India,Rush Goodfellas,Family,48,5297,2005-07-09 15:32:29,2005-07-14 14:58:29,2.99,1,3434,1,4,2005-07-09,15:32:29,2005-07
469,Bull Wesley,Ourense (Orense),Spain,Wedding Apollo,Documentary,70,5299,2005-07-09 15:38:09,2005-07-15 16:39:09,3.99,1,4416,1,6,2005-07-09,15:38:09,2005-07
8,Wilson Susan,Hamilton,New Zealand,Malkovich Pet,Classics,159,5300,2005-07-09 15:40:46,2005-07-15 13:46:46,2.99,1,2520,1,5,2005-07-09,15:40:46,2005-07
459,Collazo Tommy,Qomsheh,Iran,Barbarella Streetcar,Sci-Fi,65,5301,2005-07-09 15:42:10,2005-07-16 21:27:10,3.99,1,245,1,7,2005-07-09,15:42:10,2005-07
72,Watson Theresa,Taguig,Philippines,Usual Untouchables,Foreign,128,5302,2005-07-09 15:42:36,2005-07-10 21:04:36,4.99,1,4270,1,1,2005-07-09,15:42:36,2005-07
350,Fraley Juan,Teboksary,Russian Federation,Shakespeare Saddle,Sports,60,5303,2005-07-09 15:44:09,2005-07-15 18:09:09,2.99,1,3572,1,6,2005-07-09,15:44:09,2005-07
51,Stewart Alice,Fontana,United States,Waterfront Deliverance,Action,61,5304,2005-07-09 15:48:06,2005-07-14 19:29:06,5.99,2,4411,2,5,2005-07-09,15:48:06,2005-07
409,Moeller Rodney,Deba Habe,Nigeria,Jeepers Wedding,Classics,84,5306,2005-07-09 15:56:45,2005-07-15 19:02:45,5.99,2,2221,2,6,2005-07-09,15:56:45,2005-07
52,Sanchez Julie,A Corua (La Corua),Spain,Goldmine Tycoon,Sci-Fi,153,5308,2005-07-09 15:58:38,2005-07-15 13:55:38,0.99,1,1684,1,5,2005-07-09,15:58:38,2005-07
338,Gilman Dennis,Paarl,South Africa,Taxi Kick,Music,64,5309,2005-07-09 16:00:16,2005-07-17 17:56:16,4.99,1,4026,1,8,2005-07-09,16:00:16,2005-07
24,Lee Kimberly,Crdoba,Argentina,Fury Murder,Children,178,5310,2005-07-09 16:00:34,2005-07-12 12:45:34,0.99,1,1565,1,2,2005-07-09,16:00:34,2005-07
107,Woods Florence,Merlo,Argentina,Deer Virginian,Music,106,5311,2005-07-09 16:02:54,2005-07-18 10:44:54,4.99,2,986,2,8,2005-07-09,16:02:54,2005-07
258,Fleming Myrtle,Santiago de los Caballeros,Dominican Republic,Innocent Usual,Foreign,178,5312,2005-07-09 16:03:09,2005-07-13 16:41:09,5.99,2,2123,2,4,2005-07-09,16:03:09,2005-07
52,Sanchez Julie,A Corua (La Corua),Spain,Heaven Freedom,Comedy,48,5313,2005-07-09 16:04:45,2005-07-17 18:53:45,3.99,2,1885,2,8,2005-07-09,16:04:45,2005-07
372,Mackenzie Steve,Probolinggo,Indonesia,Speakeasy Date,Action,165,5314,2005-07-09 16:05:28,2005-07-10 18:18:28,2.99,1,3770,1,1,2005-07-09,16:05:28,2005-07
134,Boyd Emma,Qalyub,Egypt,Cat Coneheads,Comedy,112,5315,2005-07-09 16:09:19,2005-07-14 21:10:19,4.99,1,585,1,5,2005-07-09,16:09:19,2005-07
438,Lovelace Barry,Kitwe,Zambia,Steers Armageddon,Sports,140,5316,2005-07-09 16:09:42,2005-07-11 15:20:42,4.99,2,3856,2,1,2005-07-09,16:09:42,2005-07
14,White Betty,Citrus Heights,United States,Monsoon Cause,Games,182,5317,2005-07-09 16:10:25,2005-07-18 17:10:25,7.99,2,2693,2,9,2005-07-09,16:10:25,2005-07
472,Robins Greg,Nam Dinh,Vietnam,Greatest North,Music,93,5318,2005-07-09 16:11:33,2005-07-14 12:49:33,2.99,2,1738,2,4,2005-07-09,16:11:33,2005-07
228,Stanley Allison,Phnom Penh,Cambodia,Pond Seattle,Animation,185,5320,2005-07-09 16:23:32,2005-07-18 18:16:32,4.99,1,3140,1,9,2005-07-09,16:23:32,2005-07
245,Day Courtney,Uijongbu,South Korea,Robbers Joon,Children,102,5321,2005-07-09 16:26:33,2005-07-15 15:05:33,2.99,2,3347,2,5,2005-07-09,16:26:33,2005-07
432,Burk Edwin,Newcastle,South Africa,Wedding Apollo,Documentary,70,5322,2005-07-09 16:28:13,2005-07-18 14:53:13,6.99,1,4420,1,8,2005-07-09,16:28:13,2005-07
35,Green Virginia,Toulouse,France,Entrapment Satisfaction,Action,176,5323,2005-07-09 16:34:07,2005-07-13 21:37:07,0.99,2,1302,2,4,2005-07-09,16:34:07,2005-07
113,Fisher Cindy,Cuman,Venezuela,Taxi Kick,Music,64,5324,2005-07-09 16:34:18,2005-07-15 12:35:18,2.99,2,4024,2,5,2005-07-09,16:34:18,2005-07
492,Kraus Lester,Kanchrapara,India,Monterey Labyrinth,Horror,158,5325,2005-07-09 16:35:47,2005-07-10 11:52:47,0.99,2,2703,2,0,2005-07-09,16:35:47,2005-07
1,Smith Mary,Sasebo,Japan,Confidential Interview,Music,180,5326,2005-07-09 16:38:01,2005-07-13 18:02:01,4.99,1,797,1,4,2005-07-09,16:38:01,2005-07
547,Emmons Kurt,Kanazawa,Japan,Silverado Goldfinger,Sci-Fi,74,5327,2005-07-09 16:39:49,2005-07-12 18:47:49,4.99,2,3657,2,3,2005-07-09,16:39:49,2005-07
247,Moreno Stella,Coacalco de Berriozbal,Mexico,Lost Bird,Foreign,98,5328,2005-07-09 16:48:29,2005-07-17 20:20:29,6.99,1,2444,1,8,2005-07-09,16:48:29,2005-07
402,Yanez Luis,Brest,France,Giant Troopers,Children,102,5329,2005-07-09 16:49:46,2005-07-16 19:05:46,4.99,2,1628,2,7,2005-07-09,16:49:46,2005-07
410,Irby Curtis,Richmond Hill,Canada,Spy Mile,Games,112,5330,2005-07-09 16:53:57,2005-07-18 19:54:57,5.99,2,3812,2,9,2005-07-09,16:53:57,2005-07
447,Bowens Clifford,Nabereznyje Telny,Russian Federation,Trip Newton,Action,64,5331,2005-07-09 16:54:06,2005-07-10 19:04:06,4.99,1,4181,1,1,2005-07-09,16:54:06,2005-07
568,Henning Alberto,Barcelona,Venezuela,Redemption Comforts,New,179,5332,2005-07-09 16:59:23,2005-07-10 16:01:23,2.99,2,3269,2,0,2005-07-09,16:59:23,2005-07
419,Carbone Chad,Katihar,India,Instinct Airport,Sports,116,5333,2005-07-09 16:59:38,2005-07-16 17:23:38,5.99,2,2142,2,7,2005-07-09,16:59:38,2005-07
482,Crawley Maurice,Coatzacoalcos,Mexico,Steel Santa,Classics,143,5334,2005-07-09 17:00:13,2005-07-11 15:50:13,4.99,1,3852,1,1,2005-07-09,17:00:13,2005-07
588,Ocampo Marion,Weifang,China,League Hellfighters,Classics,110,5335,2005-07-09 17:00:49,2005-07-12 12:21:49,4.99,1,2353,1,2,2005-07-09,17:00:49,2005-07
410,Irby Curtis,Richmond Hill,Canada,Town Ark,Foreign,136,5336,2005-07-09 17:01:08,2005-07-11 19:22:08,2.99,1,4144,1,2,2005-07-09,17:01:08,2005-07
343,Graf Douglas,Mexicali,Mexico,Tramp Others,Comedy,171,5337,2005-07-09 17:03:50,2005-07-16 22:25:50,3.99,1,4168,1,7,2005-07-09,17:03:50,2005-07
191,Greene Jeanette,Novoterkassk,Russian Federation,Saddle Antitrust,Comedy,80,5338,2005-07-09 17:07:07,2005-07-14 11:15:07,2.99,1,3449,1,4,2005-07-09,17:07:07,2005-07
380,Brinson Russell,Tychy,Poland,Citizen Shrek,Sci-Fi,165,5339,2005-07-09 17:09:17,2005-07-10 21:07:17,0.99,2,698,2,1,2005-07-09,17:09:17,2005-07
267,Wade Margie,Lengshuijiang,China,Chicago North,Games,185,5340,2005-07-09 17:11:35,2005-07-17 17:59:35,6.99,1,650,1,8,2005-07-09,17:11:35,2005-07
8,Wilson Susan,Hamilton,New Zealand,Malkovich Pet,Classics,159,5341,2005-07-09 17:13:23,2005-07-14 18:11:23,2.99,2,2522,2,5,2005-07-09,17:13:23,2005-07
485,Tobias Clyde,Shaoguan,China,Alter Victory,Animation,57,5343,2005-07-09 17:23:43,2005-07-18 22:14:43,3.99,1,92,1,9,2005-07-09,17:23:43,2005-07
197,Peters Sue,Changzhou,China,Arabia Dogma,Horror,62,5344,2005-07-09 17:27:05,2005-07-10 15:51:05,0.99,2,159,2,0,2005-07-09,17:27:05,2005-07
348,Quintanilla Roger,Hsichuh,Taiwan,Pelican Comforts,Documentary,48,5345,2005-07-09 17:28:18,2005-07-11 14:30:18,4.99,1,3055,1,1,2005-07-09,17:28:18,2005-07
287,Miles Becky,Tambaram,India,Madness Attacks,Foreign,178,5346,2005-07-09 17:29:01,2005-07-14 12:47:01,1.99,2,2488,2,4,2005-07-09,17:29:01,2005-07
246,Mendoza Marian,Maring,Brazil,English Bulworth,Sci-Fi,51,5347,2005-07-09 17:31:32,2005-07-10 21:06:32,0.99,2,1293,2,1,2005-07-09,17:31:32,2005-07
597,Duggan Freddie,Sullana,Peru,Saturn Name,Comedy,182,5348,2005-07-09 17:34:11,2005-07-15 18:32:11,4.99,1,3495,1,6,2005-07-09,17:34:11,2005-07
161,Perkins Geraldine,Tel Aviv-Jaffa,Israel,Pollock Deliverance,Foreign,137,5349,2005-07-09 17:35:35,2005-07-18 14:05:35,6.99,2,3139,2,8,2005-07-09,17:35:35,2005-07
129,Porter Carrie,Liaocheng,China,Closer Bang,Comedy,58,5350,2005-07-09 17:39:30,2005-07-11 16:43:30,4.99,2,724,2,1,2005-07-09,17:39:30,2005-07
112,Reynolds Rosa,Lancaster,United States,Snatch Slipper,Comedy,110,5351,2005-07-09 17:40:52,2005-07-14 16:55:52,4.99,1,3722,1,4,2005-07-09,17:40:52,2005-07
372,Mackenzie Steve,Probolinggo,Indonesia,Cyclone Family,Foreign,176,5352,2005-07-09 17:54:58,2005-07-15 16:20:58,2.99,1,908,1,5,2005-07-09,17:54:58,2005-07
196,Austin Alma,Mannheim,Germany,Paradise Sabrina,Comedy,48,5353,2005-07-09 18:04:29,2005-07-15 17:46:29,3.99,2,2994,2,5,2005-07-09,18:04:29,2005-07
354,Ngo Justin,Santo Andr,Brazil,Darn Forrester,Action,185,5354,2005-07-09 18:04:33,2005-07-15 18:19:33,4.99,1,951,1,6,2005-07-09,18:04:33,2005-07
